match_id,event_name,event_stage,match_date,team1,team2,score_overall,player_name,player_id,player_team,stat_type,agent,rating,acs,k,d,a,kd_diff,kast,adr,hs_percent,fk,fd,fk_fd_diff,map_name,map_winner
378841,Valorant Champions 2024,Group Stage,2025-10-11,FPX,TH,0-2,BerLIN,7857,FPX,map,Vyse,1.08,253,21,19,8,2,65,114,17,6,4,2,Abyss,TH
378841,Valorant Champions 2024,Group Stage,2025-10-11,FPX,TH,0-2,Life,3028,FPX,map,Brimstone,1.05,276,21,21,5,0,60,145,32,5,4,1,Abyss,TH
378841,Valorant Champions 2024,Group Stage,2025-10-11,FPX,TH,0-2,benjyfishy,29873,TH,map,Brimstone,1.18,156,25,15,2,10,74,133,24,3,4,-1,Abyss,TH
378841,Valorant Champions 2024,Group Stage,2025-10-11,FPX,TH,0-2,Wo0t,21328,TH,map,Harbor,1.12,293,23,13,7,10,70,170,23,0,0,0,Abyss,TH
378841,Valorant Champions 2024,Group Stage,2025-10-11,FPX,TH,0-2,MiniBoo,18350,TH,map,Brimstone,1.29,256,24,11,2,13,79,142,24,5,5,0,Abyss,TH
378841,Valorant Champions 2024,Group Stage,2025-10-11,FPX,TH,0-2,Boo,1144,TH,map,Sage,0.99,251,19,21,11,-2,68,164,27,4,8,-4,Abyss,TH
378841,Valorant Champions 2024,Group Stage,2025-10-11,FPX,TH,0-2,RieNs,10971,TH,map,Omen,1.0,311,24,25,7,-1,59,127,28,6,2,4,Abyss,TH
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,MaKo,4462,DRX,map,Harbor,1.2,285,29,14,3,15,68,120,30,1,0,1,Ascent,KRÜ
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,BuZz,804,DRX,map,Tejo,1.06,295,19,13,8,6,69,146,31,7,2,5,Ascent,KRÜ
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,Flashback,35013,DRX,map,Chamber,0.88,214,28,23,10,5,62,148,18,8,3,5,Ascent,KRÜ
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,Foxy9,11600,DRX,map,Tejo,0.78,346,22,24,2,-2,77,135,17,7,6,1,Ascent,KRÜ
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,BeYN,4678,DRX,map,Viper,0.82,274,18,24,5,-6,69,148,20,2,3,-1,Ascent,KRÜ
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,Melser,1311,KRÜ,map,Killjoy,0.88,307,23,11,6,12,68,103,29,4,0,4,Ascent,KRÜ
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,mta,36169,KRÜ,map,Clove,0.97,191,12,12,2,0,69,185,29,7,0,7,Ascent,KRÜ
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,keznit,2462,KRÜ,map,Jett,1.29,312,18,19,3,-1,65,139,21,0,1,-1,Ascent,KRÜ
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,heat,8673,KRÜ,map,Cypher,0.8,253,21,13,9,8,82,112,25,5,4,1,Ascent,KRÜ
378842,Valorant Champions 2024,Group Stage,2025-10-11,DRX,KRÜ,0-2,Shyy,24007,KRÜ,map,Kayo,1.18,162,30,10,8,20,80,150,35,1,0,1,Ascent,KRÜ
