Match ID,Map,Player,Team,Agent,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
378850,Abyss,RieNs,TH,Skye,3,2,0,0,1,0,1,0,0,3764,3,2
378850,Abyss,Wo0t,TH,Cypher,1,0,2,1,2,1,1,0,0,3580,1,2
378850,Abyss,Boo,TH,Breach,5,0,2,1,0,1,1,0,0,3624,2,3
378851,Lotus,mindfreak,PRX,Phoenix,2,2,0,1,2,1,0,0,0,3694,2,2
378851,Lotus,something,PRX,Kayo,2,0,0,0,2,0,1,0,0,3960,5,0
378851,Lotus,d4v41,PRX,Sova,3,1,2,0,2,0,1,0,0,3806,2,1
378851,Lotus,Jinggg,PRX,Cypher,4,2,2,1,1,0,1,0,0,4224,4,0
378851,Lotus,f0rsakeN,PRX,Clove,5,3,2,1,1,1,1,0,0,4108,2,3
378851,Lotus,whzy,BLG,Chamber,5,2,1,0,2,1,0,0,0,4462,5,2
378851,Lotus,Knight,BLG,Breach,4,0,1,1,1,0,0,1,0,4556,5,3
378851,Lotus,yosemite,BLG,Brimstone,2,3,0,1,2,1,0,0,0,4144,3,0
378851,Lotus,Flex1n,BLG,Kayo,3,3,0,1,2,1,1,0,0,4660,5,1
378851,Lotus,nephh,BLG,Neon,3,2,0,1,0,1,1,0,0,3641,4,2
378852,Abyss,Biank,TE,Clove,4,1,0,1,0,0,1,0,0,4362,0,0
378852,Abyss,FengF,TE,Astra,1,3,2,0,0,0,1,0,0,4428,4,2
378852,Abyss,Kai,TE,Omen,4,2,0,1,1,0,1,0,0,4110,5,0
378852,Abyss,LuoK1ng,TE,Tejo,5,0,2,0,2,1,1,0,0,3838,3,1
378852,Abyss,heybay,TE,Kayo,4,0,0,0,0,1,1,0,0,3782,4,3
378852,Abyss,hiro,FNC,Waylay,2,0,2,0,2,0,0,0,0,4230,0,3
378852,Abyss,Derke,FNC,Tejo,4,3,2,1,0,1,1,0,0,3579,3,3
378852,Abyss,Alfajer,FNC,Chamber,4,3,2,0,1,1,0,0,0,4198,3,1
378852,Abyss,Boaster,FNC,Vyse,2,2,2,1,0,1,0,0,0,4705,4,2
378852,Abyss,Chronicle,FNC,Waylay,3,1,0,0,1,0,0,0,0,3537,4,1
378853,Sunset,Sayf,VIT,Iso,5,1,2,1,0,0,0,0,0,3978,2,1
378853,Sunset,runneR,VIT,Tejo,0,0,0,0,0,1,0,0,0,4228,5,1
378853,Sunset,ceNder,VIT,Skye,4,3,2,0,0,1,1,0,0,4204,0,3
378853,Sunset,Kicks,VIT,Yoru,2,0,2,1,2,1,1,1,0,4061,5,3
378853,Sunset,trexx,VIT,Phoenix,3,0,2,0,1,1,1,0,0,3712,5,1
378853,Sunset,heybay,TE,Cypher,2,0,2,1,1,0,1,0,0,3891,1,1
378853,Sunset,LuoK1ng,TE,Deadlock,2,0,1,0,1,1,1,0,0,4744,4,0
378853,Sunset,Biank,TE,Raze,3,3,2,0,0,0,1,0,0,4423,2,2
378853,Sunset,FengF,TE,Killjoy,1,1,0,0,0,0,0,0,0,3520,0,2
378853,Sunset,Kai,TE,Harbor,1,2,2,0,2,0,1,0,0,3784,5,0
378854,Lotus,Smoggy,EDG,Gekko,3,2,1,0,0,0,1,0,0,3852,0,2
378854,Lotus,ZmjjKK,EDG,Cypher,1,0,2,1,2,0,1,0,0,4736,1,3
378854,Lotus,S1Mon,EDG,Phoenix,4,0,0,1,2,0,0,0,0,3651,4,1
378854,Lotus,nobody,EDG,Gekko,5,3,2,0,0,1,1,0,0,4405,2,3
378854,Lotus,CHICHOO,EDG,Yoru,0,2,0,0,0,0,1,0,0,4707,2,2
378854,Lotus,d4v41,PRX,Cypher,1,0,0,1,1,1,1,0,1,4068,2,3
378854,Lotus,f0rsakeN,PRX,Deadlock,5,2,2,0,2,0,1,0,0,3506,3,1
378854,Lotus,something,PRX,Skye,2,0,0,1,1,1,1,1,0,4355,3,0
378854,Lotus,mindfreak,PRX,Raze,4,2,2,1,1,1,0,1,0,3683,1,3
378854,Lotus,Jinggg,PRX,Sova,0,1,0,0,2,0,1,0,0,4446,5,0
378855,Sunset,cNed,FUT,Yoru,4,3,0,0,2,1,0,0,0,3712,5,1
378855,Sunset,qRaxs,FUT,Deadlock,3,2,0,0,2,1,1,0,0,4120,5,3
378855,Sunset,MrFaliN,FUT,Neon,1,2,0,1,1,1,1,0,0,3713,4,3
378855,Sunset,AtaKaptan,FUT,Waylay,5,1,1,0,0,0,1,0,0,4308,3,2
378855,Sunset,yetujey,FUT,Killjoy,5,2,0,0,1,0,0,0,0,3778,1,2
378855,Sunset,LuoK1ng,TE,Sage,4,1,1,0,1,1,1,0,0,4679,5,0
378855,Sunset,Biank,TE,Kayo,0,2,1,0,2,1,1,0,0,3654,4,3
378855,Sunset,heybay,TE,Omen,5,3,0,1,1,0,0,0,0,3744,0,3
378855,Sunset,FengF,TE,Jett,5,1,1,1,1,1,1,1,0,4250,1,2
378855,Sunset,Kai,TE,Vyse,4,3,0,1,1,0,0,0,0,4300,4,1
378856,Abyss,benjyfishy,TH,Jett,0,0,2,0,2,1,1,1,0,3735,5,0
378856,Abyss,MiniBoo,TH,Skye,0,3,0,0,0,1,0,0,0,4071,2,1
378856,Abyss,RieNs,TH,Iso,5,0,2,1,2,1,0,1,0,4970,2,2
378856,Abyss,Boo,TH,Sova,0,1,1,0,1,1,0,0,0,4821,3,2
378856,Abyss,Wo0t,TH,Brimstone,3,2,0,1,0,0,0,0,0,4385,4,3
378856,Abyss,LuoK1ng,TE,Gekko,0,3,1,1,0,1,0,0,0,4442,4,0
378856,Abyss,heybay,TE,Phoenix,2,1,2,0,2,1,0,0,0,3693,0,1
378856,Abyss,FengF,TE,Chamber,4,3,0,1,1,1,0,0,0,3794,0,0
378856,Abyss,Biank,TE,Brimstone,3,3,2,1,1,0,0,0,0,4473,4,0
378856,Abyss,Kai,TE,Kayo,0,2,1,1,0,1,0,0,0,4789,0,0
378857,Ascent,Sacy,SEN,Chamber,0,3,0,0,1,0,1,0,0,4484,2,0
378857,Ascent,Zellsis,SEN,Iso,5,0,1,0,1,0,0,0,0,4355,0,0
378857,Ascent,zekken,SEN,Phoenix,4,1,1,0,0,1,1,0,0,4981,2,1
378857,Ascent,johnqt,SEN,Skye,1,0,1,0,1,1,1,0,0,4243,5,2
378857,Ascent,TenZ,SEN,Clove,1,0,1,0,2,1,0,0,0,3963,2,3
378857,Ascent,Chronicle,FNC,Kayo,4,3,2,0,2,0,0,0,0,3508,3,0
378857,Ascent,Boaster,FNC,Jett,1,0,0,0,0,0,0,0,0,4118,1,3
378857,Ascent,hiro,FNC,Phoenix,1,1,0,0,2,0,0,0,0,3554,3,0
378857,Ascent,Alfajer,FNC,Phoenix,0,2,2,0,0,0,0,0,0,3925,5,3
378857,Ascent,Derke,FNC,Yoru,3,2,0,0,1,0,0,0,0,4767,0,3
378858,Bind,Boo,TH,Killjoy,0,3,0,0,2,1,0,0,0,4394,5,3
378858,Bind,benjyfishy,TH,Viper,4,0,1,0,1,1,0,0,0,4096,1,2
378858,Bind,RieNs,TH,Vyse,1,0,0,0,1,1,0,1,0,3760,5,0
378858,Bind,MiniBoo,TH,Clove,0,3,2,0,1,0,1,0,0,3884,4,3
378858,Bind,Wo0t,TH,Chamber,5,0,1,0,0,1,0,0,0,3972,1,2
378858,Bind,kiNgg,LEV,Viper,2,1,1,1,0,0,1,0,0,4936,0,0
378858,Bind,C0M,LEV,Neon,1,0,1,1,0,0,0,0,0,4924,5,0
378858,Bind,tex,LEV,Cypher,2,0,2,0,1,1,1,0,0,4220,1,0
378858,Bind,aspas,LEV,Chamber,1,1,0,1,2,1,0,0,0,3938,3,1
378858,Bind,Mazino,LEV,Harbor,5,2,1,0,1,1,0,1,0,4229,0,2
378859,Icebox,Sayf,VIT,Killjoy,4,0,2,0,2,1,1,0,0,4733,5,0
378859,Icebox,Kicks,VIT,Killjoy,2,2,0,0,2,1,1,0,0,3694,3,3
378859,Icebox,trexx,VIT,Raze,1,0,0,1,1,1,0,0,0,4097,0,3
378859,Icebox,ceNder,VIT,Skye,2,0,0,1,2,0,1,0,0,3940,3,3
378859,Icebox,runneR,VIT,Kayo,4,2,0,1,0,1,0,0,0,3868,4,0
378859,Icebox,Karon,GEN,Skye,3,1,0,0,2,0,1,0,0,4539,0,2
378859,Icebox,Munchkin,GEN,Deadlock,2,3,0,0,1,0,1,0,0,3871,3,1
378859,Icebox,Lakia,GEN,Vyse,3,3,2,0,1,0,1,0,0,3792,4,3
378859,Icebox,t3xture,GEN,Brimstone,2,1,1,1,2,0,1,0,0,4997,2,2
378859,Icebox,Meteor,GEN,Iso,1,3,0,1,0,1,0,0,0,3702,2,2
378860,Icebox,nephh,BLG,Phoenix,4,3,2,1,0,1,0,0,0,4612,4,2
378860,Icebox,Knight,BLG,Kayo,2,0,2,1,0,1,1,0,0,3751,3,3
378860,Icebox,Flex1n,BLG,Clove,5,2,1,1,2,0,1,1,0,4607,1,0
378860,Icebox,whzy,BLG,Viper,0,3,1,0,1,1,1,0,0,4849,0,0
378860,Icebox,yosemite,BLG,Chamber,1,2,1,0,1,1,1,1,0,4291,1,3
378860,Icebox,aspas,LEV,Viper,0,1,1,1,0,1,1,0,0,4138,1,1
378860,Icebox,tex,LEV,Sova,2,1,1,0,1,1,1,0,0,4824,3,1
378860,Icebox,Mazino,LEV,Cypher,3,3,0,0,0,0,1,0,0,4666,5,1
378860,Icebox,C0M,LEV,Waylay,3,0,1,1,1,0,1,0,0,4294,0,2
378860,Icebox,kiNgg,LEV,Brimstone,1,2,0,1,2,1,1,0,0,4663,5,1
378861,Lotus,whzy,BLG,Cypher,0,0,2,0,0,1,0,0,0,3948,1,3
378861,Lotus,nephh,BLG,Iso,1,0,1,1,0,0,1,0,0,3831,0,0
378861,Lotus,yosemite,BLG,Vyse,2,2,2,1,2,1,1,0,0,3807,0,3
378861,Lotus,Flex1n,BLG,Kayo,1,1,1,1,1,0,1,0,0,4023,2,2
378861,Lotus,Knight,BLG,Killjoy,3,2,2,1,1,0,1,0,0,3705,2,3
378861,Lotus,MrFaliN,FUT,Sova,5,3,1,0,0,0,0,0,0,4647,2,3
378861,Lotus,AtaKaptan,FUT,Breach,5,2,1,1,1,0,0,0,0,4985,0,0
378861,Lotus,cNed,FUT,Skye,3,0,2,0,2,1,0,0,0,3602,0,3
378861,Lotus,qRaxs,FUT,Sova,2,1,2,1,1,0,0,0,0,4095,2,1
378861,Lotus,yetujey,FUT,Breach,1,2,2,0,1,0,0,1,0,4951,3,1
